symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
EGFR	0.8292698311059319	No data	No data	0.933224960393101	No data	No data	No data	No data	No data	No data	0.8792793650608796	0.89979747617232	0.8517681792807411	0.8274613634158176	0.6415169547180812	No data	No data	No data	0.9946964041609129	No data	No data	1	1	1	1	1	1	0.5247950000000003	1	-0.7139547710976282	-0.9856076612666143	0	-1	-1	0	0.5	0
BRAF	0.8019671478753251	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	0.6612513946521403	0.8455809688534514	0.7866455651428372	0.9513974960387728	No data	No data	No data	No data	0.5997271114540418	No data	No data	1	1	0	1	1	1	0.6083550000000002	1	-0.932377275234418	-0.9693088027055469	0	-1	-1	0	-1	-1
KRAS	0.8003886728265591	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	0.8390711529535394	0.9066612367713315	0.547137717850459	0.9285669064556789	No data	No data	No data	No data	0.9807073716289341	No data	0.6827388537837831	1	0	0	1	1	0	0.5212749999999999	1	-0.9139547710976282	-0.9769115543146147	0	No data	-1	-0.6675525	-1	-1
STK11	0.7747187996860453	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7219178221638001	0.8917855750715972	0.19453785523571876	0.9513974960387728	No data	No data	No data	No data	0.9547501964570863	No data	No data	No data	0	0	1	1	0	0.5265599999999999	No data	-0.8335355763927192	-0.9517288755129946	0	-1	-1	0	-1	-1
ALK	0.769868694635861	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8921384454950539	No data	0.19453785523571876	0.9717353218761373	0.46945767148897405	No data	No data	No data	0.9106289321441597	No data	No data	1	1	0	1	1	1	0.3580249999999999	1	-0.6186431329288472	-0.8172185383760391	0	No data	-1	0	0.5	0.5
ERBB2	0.7567662076802342	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	0.2774082077424075	0.8077542733932408	0.9471757543886921	0.15198269940290526	No data	No data	No data	0.8837608327275682	No data	No data	1	1	0	1	1	1	0.38247	1	-0.6678433535576394	-0.9660855487877462	0	-1	No data	0	-1	-1
ROS1	0.754504598894159	0.3873158545480638	No data	No data	No data	No data	No data	No data	No data	No data	0.8105743968154947	No data	0.737973950007387	0.9285669064556789	No data	No data	No data	No data	0.44671329648476843	0.020558665682285194	No data	1	0	0	1	1	0	0.021784999999999853	0	0.04236072807501379	0	0	No data	-1	0	0.75	0.5
TP53	0.7422964934179282	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8010754781028131	0.9066612367713315	0.8372744141704624	No data	No data	No data	No data	No data	0.9723827572549192	No data	0.48479444522763265	0.75	0	0	1	1	0	0	No data	-0.7412024269167126	-0.9868348194278981	0	-1	-1	0	-1	-1
MET	0.7151953563766649	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7915765593901316	0.4403574581119549	No data	0.8897742701710087	0.4770568064591193	No data	No data	No data	0.8083069920206626	No data	0.32013635802227963	1	1	1	1	1	1	0.44604500000000014	1	-0.7445118587975731	-0.9472229089292411	0	-1	-1	0	0.5	0
RET	0.6862722871306738	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8512297689057718	No data	No data	0.9066612367713315	No data	No data	No data	No data	0.42287051469474013	No data	No data	1	1	0	1	1	1	0.16516999999999982	1	-0.9306122448979592	-0.9424668101284822	0	No data	-1	0	0.5	0
NRG1	0.6579997112263467	0.8088491879780553	No data	No data	No data	No data	No data	No data	No data	No data	0.7176960805137194	No data	No data	0.7599134970145264	No data	No data	No data	No data	0.23249976014397056	0.1102178536069869	No data	No data	0	1	0	0	0	0.41405999999999993	No data	-0.7980143408714837	-0.9720919566898253	0	No data	No data	0	0.5	0
RBM10	0.6518357800728358	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7556917553644457	0.8619599852027916	No data	No data	No data	No data	No data	No data	0.9601847218482382	No data	No data	No data	0	0	0	0	0	0.8064500000000002	No data	No data	-0.7255219842404322	0	No data	-1	0	-1	-1
KEAP1	0.6353488343837773	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7219178221638001	0.8436227431259361	No data	No data	No data	No data	No data	No data	0.9449275449030602	No data	No data	1	0	0	1	1	1	0.7035249999999997	1	-0.5757308328736901	-0.42133429310470233	0	No data	-1	0	0.5	-1
RB1	0.6199061975268902	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.7981975154122337	0.6092817549396469	No data	No data	No data	No data	No data	0.6145220228104349	No data	0.29934512474396224	No data	0	0	1	1	0	0.5258600000000001	No data	-0.93138444567016	-0.9719087860456268	0	No data	-1	0	-1	-1
EML4	0.6176371143739875	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8826395267823723	No data	No data	No data	0.46945767148897405	No data	No data	No data	0.7182994224932362	No data	No data	1	0	0	1	1	0	0.43425000000000014	1	-0.4650854936569222	-0.37346286206754703	0	No data	No data	0	-1	-1
TP63	0.5982842096970941	0.8386171631519598	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.4114753066685738	No data	0.27089396341573835	No data	0	0	0	0	0	0.8970599999999997	No data	-0.8902371759514617	-0.945781231084031	0	No data	-1	0	0.5	0
ATM	0.5873950875040583	0.5569986509418443	No data	No data	No data	No data	No data	No data	No data	No data	0.6395938599872263	0.7367015186266005	No data	No data	No data	No data	No data	No data	0.6185274877023329	No data	No data	No data	0	0	1	1	0	0.20974999999999966	1	-0.21092112520683948	-0.9367263302218387	0	-1	-1	0	-1	-1
ERBB4	0.5828932272872733	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7176960805137194	No data	No data	0.7599134970145264	0.15198269940290526	No data	No data	No data	0.15063862440993897	0.08845393105249086	No data	1	1	0	1	1	1	0.8662100000000003	No data	-0.8409266409266409	-0.8553760567810827	0	No data	-1	0	0.5	0
SMARCA4	0.5818323758053949	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7219178221638001	0.7547150637821338	No data	No data	No data	No data	No data	No data	0.8014851559917965	No data	0.32518218364245616	No data	0	0	1	1	0	0.8633899999999997	1	-0.9399889685603972	-0.9319223881807955	0	No data	-1	-0.3761375000000001	-1	-1
LRP1B	0.5789110759203189	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7915765593901316	0.5683122080203108	No data	No data	No data	No data	No data	No data	0.8374567491035415	No data	No data	No data	0	0	0	0	0	0.5825200000000003	No data	-0.7735245449531164	0	0	No data	-1	-0.0046749999999999405	0.5	0.5
PIK3CA	0.5688147613265605	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6433089926392973	0.7597287726730517	No data	No data	No data	No data	No data	No data	0.6795481356073327	No data	No data	1	0	0	1	1	1	0.9344549999999998	1	-0.9434087148372863	-0.9497310810501532	0	-1	-1	0	-1	-1
CDKN2A	0.5668398085239335	0.18401330486400141	No data	No data	No data	No data	No data	No data	No data	No data	0.6205960225618631	0.7419664184145702	No data	No data	No data	No data	No data	No data	0.9350075262265033	No data	0.37678031008974244	No data	0	0	0	0	0	0	No data	-0.29994484280198563	-0.7104814595785444	0	No data	-1	-0.21474249999999984	0.5	0
CTNNB1	0.5563779102836472	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7556917553644457	0.5655930482165853	No data	No data	No data	No data	No data	No data	0.6439081544532382	No data	0.3040261918855717	0.5	1	0	1	1	0	0.9936	No data	-0.9842250413678986	-0.9610337989605402	0	-1	-1	-0.12932249999999995	-1	-1
ARID1A	0.5513678656238444	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	0.7463081953177257	No data	No data	No data	No data	No data	No data	0.8649779077596854	No data	No data	No data	0	0	0	0	0	0.8183799999999998	No data	-0.9835631549917264	-0.9125117573906019	0	No data	-1	0	-1	-1
NTRK1	0.551348162477766	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	No data	No data	0.7599134970145264	No data	No data	No data	No data	0.20378627977723004	No data	No data	1	0	0	1	1	1	0.32789	1	-0.026585769442912355	-0.8612938282270538	0	-1	-1	0	0.5	0.5
KIF5B	0.5344506612823122	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8657525601820495	No data	No data	No data	No data	No data	No data	No data	0.2675639026181308	No data	No data	1	0	0	1	1	0	0.8546199999999999	No data	-0.759073359073359	-0.3854065181134503	0	No data	No data	-0.38733000000000006	-1	-1
U2AF1	0.530032872821657	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	0.7176315168291922	No data	No data	No data	No data	No data	No data	0.5286839054464305	No data	No data	No data	0	0	0	0	0	0.9791649999999997	No data	No data	-0.012666087423174044	-1	No data	-1	0	-1	-1
NF1	0.5273612232824937	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	0.6937578073765375	No data	No data	No data	No data	No data	No data	0.8122426052826877	No data	0.37874088691203994	No data	1	0	0	0	1	0.9225099999999997	No data	-0.7403199117484831	-0.9769015319440377	0	No data	-1	0	-1	-1
TERT	0.5204061388951156	0.733600100134586	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	No data	No data	No data	No data	0.37986559845300866	No data	No data	1	0	0	1	1	0	0	1	-0.5767236624379481	-0.796424287794761	0	No data	No data	No data	No data	No data
APC	0.5179127961692358	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	0.684209858059134	0.19453785523571876	No data	No data	No data	No data	No data	0.10803200344440134	No data	0.3047557088427057	No data	1	0	1	1	0	0.5321849999999998	No data	-0.8704908990623277	-0.9708083217993274	0	No data	-1	0	0.5	-1
SETD2	0.5133081266353925	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	0.6914314902290779	No data	No data	No data	No data	No data	No data	0.8971442563674537	No data	No data	No data	0	0	1	1	0	0.0386099999999999	1	-0.9694429123000552	-0.8994830921602622	0	No data	-1	0	-1	-1
SLC34A2	0.5126457977826889	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7725787219647684	0.21984106914611048	No data	No data	No data	No data	No data	No data	0.7075989592064401	No data	No data	0.5	1	0	1	1	0	0	No data	0.09233314947600668	-0.8321097298909569	0	No data	-1	0	1	0
BRCA2	0.5041495753569576	0.659683397514057	0.15198269940290526	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	No data	No data	No data	No data	0.14321133731388472	No data	No data	No data	0	0	0	0	0	0	No data	-0.2824048538334253	-0.9475102956278109	0	No data	-1	No data	0.5	0.5
STN1	0.49169014552513446	0.803097824345034	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11390258971917733	No data	No data	No data	0	0	0	0	0	0	No data	0.011141753998896942	0	0	No data	No data	0	-1	-1
CD74	0.4903318817735577	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.793687430215172	No data	No data	No data	No data	No data	No data	No data	0.25326477538096626	0.00936198506738049	No data	1	0	1	1	1	1	0	No data	-0.20584666298952015	0	0	No data	No data	No data	0.5	-1
SDC4	0.48667518407354127	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.793687430215172	No data	No data	No data	No data	No data	No data	No data	0.12898405554545736	0.018319052351489496	No data	1	1	1	0	0	0	0	No data	0.47324875896304475	-0.8254500469854267	0	No data	No data	0	0.5	-1
PBX1	0.4864132302671269	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7915765593901316	No data	No data	No data	No data	No data	No data	No data	0.11685780887423382	0.1187885867355369	No data	No data	0	0	0	0	0	1	No data	-0.949034749034749	-0.9280649032790713	0	No data	-1	-0.6220925000000002	-1	-1
LRIG3	0.4841504413353923	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.793687430215172	No data	No data	No data	No data	No data	No data	No data	No data	0.05406565473640794	No data	No data	0	0	0	0	0	0.29847999999999997	No data	-0.2797573083287369	-0.9243643165351519	0	No data	No data	0	-1	0
SECISBP2L	0.48267042218331385	0.7874082323586296	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09726892761785938	0.07580317903855255	No data	No data	0	0	0	0	0	0.3551299999999998	No data	-0.705350248207391	-0.6331665362147062	0	No data	No data	0	-1	-1
TCF3	0.47416777106727925	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7725787219647684	No data	No data	No data	No data	No data	No data	No data	0.1478251282259058	No data	No data	No data	0	0	0	0	0	0.1590200000000003	No data	0.4407060121345836	-0.8240869905890164	0	No data	No data	0	-1	-1
CCDC6	0.46264046010478643	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7556917553644457	No data	No data	No data	No data	No data	No data	No data	0.10633343565587343	No data	No data	1	0	0	1	1	0	0.7679349999999999	No data	-0.6185328185328185	-0.5939794994359995	0	No data	-1	No data	-1	-1
CHRNA5	0.46208314195586564	0.6922743273597831	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24317231904464845	No data	No data	No data	No data	No data	0.29980419518936985	0.028956683324991156	No data	0.5	1	0	1	1	0	0.45512999999999976	No data	-0.027688913403199122	0	0	-1	No data	-0.08119750000000003	-1	0
EIF3E	0.46066845623063757	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7556917553644457	No data	No data	No data	No data	No data	No data	No data	0.041457503003792494	No data	No data	No data	0	0	0	0	0	1	No data	-0.24555984555984556	-0.509511022125228	-1	No data	No data	No data	-1	-1
FGFR2	0.4570347073798985	0.5394479506496155	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	0.07599134970145263	No data	No data	No data	0.30091357928768514	0.12643036397362178	No data	1	0	1	1	1	1	0.8781950000000002	1	-0.9032542746828461	-0.9837676382762558	0	No data	-1	-0.2813649999999999	1	0
FGFR3	0.4518303101472256	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	0.607930797611621	0.07599134970145263	No data	No data	No data	0.7451671407807507	No data	No data	1	0	1	1	1	0	0.4354849999999999	1	-0.7324875896304468	-0.9424787278833985	0	-1	-1	-0.17804000000000003	0.5	0
NRAS	0.45162986354824836	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	0.15198269940290526	No data	0.607930797611621	No data	No data	No data	No data	0.32736344930881045	No data	No data	0.5	1	0	1	1	0	0.973545	No data	-0.6311086596800882	-0.7530934129394029	0	No data	-1	-0.6296299999999999	-1	-1
KDR	0.4483623859411038	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	0.43376572720921724	No data	No data	0.18183411766266877	No data	No data	No data	0.3623556386694063	0.07979440347748064	No data	1	0	0	1	1	1	0.2957250000000002	1	-0.8644236072807501	-0.9041013519487864	0	-1	-1	0	-1	0
MTAP	0.44721308214127264	0.7255836770331284	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19435042283154275	0.014866365204649522	No data	No data	0	0	1	1	1	0.68198	No data	0.677992277992278	-0.8682343923485714	0	No data	No data	0	-1	-1
POLQ	0.4432855982713367	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7176960805137194	No data	No data	No data	No data	No data	No data	No data	0.22950137184376565	No data	No data	No data	0	0	0	0	0	0	1	0.10568119139547716	-0.09119418529606738	0	No data	No data	0	0.5	0.5
MAML2	0.44183548498178526	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7219178221638001	No data	No data	No data	No data	No data	No data	No data	0.09736001384790967	No data	No data	No data	0	0	0	0	0	0.1825249999999997	No data	-0.880419194704909	-0.05373224667943238	0	No data	No data	0	-1	-1
CRTC1	0.44103965950405005	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7219178221638001	No data	No data	No data	No data	No data	No data	No data	0.07117856422036063	No data	No data	No data	1	0	0	0	0	0.5110399999999998	No data	-0.7750689464975179	-0.33625952604400794	0	No data	-1	0	0.5	-1
CLPTM1L	0.4382832931537937	0.7141082426873373	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13668988681511232	No data	No data	No data	0	0	0	0	0	0.6468400000000003	No data	-0.3863210148924434	-0.8069577391344942	0	No data	No data	0	-1	-1
CLTC	0.43667913052412427	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7176960805137194	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	1	1	0.9910449999999997	No data	-0.9931605074462218	No data	-1	No data	-1	-0.573135	-1	-1
ARAF	0.4352171420788734	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.34196107365653683	0.1637615186028469	No data	0.607930797611621	No data	No data	No data	No data	0.34258888138000915	No data	No data	1	1	0	1	1	0	0.7442250000000001	No data	No data	-0.6702419054088967	0	No data	No data	-0.07178249999999994	-1	-1
PTEN	0.42995062730052697	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	0.4175746846750093	0.19453785523571876	No data	No data	No data	No data	No data	0.8479185709836625	0.08663013865965599	No data	No data	0	0	0	1	0	No data	No data	-0.4570325427468285	-0.9669786446700481	0	-1	-1	0	-1	-1
HGF	0.42992274437298356	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	0.4653624362597583	No data	No data	0.75	No data	No data	0	1	1	0.5329650000000001	No data	-0.7185879757308329	-0.9199640400830769	0	-1	No data	0	1	0
TET2	0.4297251802434422	0.517253961013818	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	No data	No data	No data	No data	No data	No data	No data	0.5327288896659577	No data	No data	No data	0	0	1	1	0	0	No data	0.9997793712079426	-0.8804406422285638	0	No data	-1	0	-1	0
TRRAP	0.42662289536984566	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6205960225618631	0.3187209433311894	No data	No data	No data	No data	No data	No data	0.043337022386408415	0.041837179767127336	No data	No data	0	0	0	0	0	0.913505	No data	-0.9906232763375621	-0.7702919278221432	-1	No data	-1	0	-1	-1
MPZL3	0.4231032036796665	0.6929329885263743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.3829799999999999	No data	0.3558742415885272	-0.9341011287927109	0	No data	No data	0	0.5	0
SMAD4	0.42191887580423115	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	0.4746543706469951	No data	No data	No data	No data	No data	No data	0.244160894987409	No data	No data	No data	0	0	0	0	1	0.9184800000000003	No data	-0.9391064533921677	-0.8617086138107535	0	No data	-1	0	-1	-1
KMT2C	0.4210563296815614	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6205960225618631	0.27716821833342337	No data	No data	No data	No data	No data	No data	0.12229258805199407	No data	No data	No data	0	0	1	0	0	0.2618600000000001	No data	-0.95565361279647	-0.7349225710974411	0	No data	-1	0	-1	-1
FOXP4	0.42058431589019096	0.6171108907351801	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2847277664547228	No data	No data	No data	No data	No data	0.1591393958481221	No data	No data	No data	0	0	0	0	0	0.625	No data	-0.6938775510204082	-0.8580925007092496	0	No data	No data	-0.03308750000000007	-1	-1
TRIM24	0.42025612791102845	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	0.14734543498486521	No data	No data	No data	0	0	1	1	0	0.6857149999999997	1	-0.8891340319911748	-0.7779963593998698	0	No data	No data	0	-1	-1
CHEK2	0.4200768742343116	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	0.14144826124663373	No data	No data	0.5	0	0	1	1	1	0.16206000000000031	1	0.6043022614451186	-0.6078789695597772	0	No data	-1	No data	-1	0
MAP3K1	0.4181079319154771	0.33429563496988285	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	0.5	0	0	1	1	0	0.48412500000000025	No data	-0.8420297848869278	-0.9388655500383736	0	No data	No data	0	-1	-1
IRS4	0.4157773365202895	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	No data	-0.21805087018981428	0	No data	-1	0	0.75	0.5
TUBB	0.4117047062897978	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	0.4780075426787174	0.036598881552329626	No data	1	0	0	1	1	0	1	1	-0.9680088251516823	No data	-1	No data	No data	-0.9380624999999998	-1	-1
SPEN	0.406466605309566	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6205960225618631	0.18893551375462458	No data	No data	No data	No data	No data	No data	0.03495602086266821	No data	No data	No data	0	0	0	0	0	0.05431000000000026	No data	-0.9958080529509101	-0.7809088733618996	0	No data	-1	0	-1	-1
DCBLD1	0.40324792405968907	0.6568354724774825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12953485470109616	No data	No data	No data	0	0	0	0	0	0	No data	-0.04633204633204635	No data	0	No data	No data	0	-1	0
BAZ1A	0.4029226247156251	0.5675177439001193	No data	No data	No data	No data	No data	No data	No data	No data	0.3799567485072632	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	1	1	0	0.35732500000000017	No data	-0.8188637617209046	-0.20818132130548117	0	No data	No data	0	0.5	-1
NCOR1	0.4023506866338789	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	0.22165069268504764	No data	No data	No data	No data	No data	No data	0.12215693899341512	No data	No data	No data	0	0	1	0	0	0.6065550000000002	1	-0.8929950358521788	-0.913691376837123	0	-1	-1	0	-1	-1
TUBB6	0.40134559248095664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	0.07860038604120251	0.1185410950323152	No data	1	0	0	1	1	0	0.8654699999999999	No data	-0.24544953116381685	0	0	No data	No data	-0.8094175	-1	-1
IGF1R	0.4005082433039439	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	0.15198269940290526	No data	No data	No data	0.5795629172751062	No data	No data	1	1	0	1	1	1	0.8061450000000001	1	-0.8034197462768892	-0.8135052838576268	0	-1	No data	0	-1	0
TUBB3	0.39974210546555394	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	0.10072231228762539	No data	No data	1	0	0	1	1	0	0.9888899999999999	1	-0.44920022062879206	-0.6714572120299752	0	No data	No data	-0.794445	1	0
TUBB4A	0.3978354327291285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	0.037995674850726316	No data	No data	1	0	0	1	1	0	1	No data	-0.5628240485383342	-0.7242999594162619	0	No data	No data	-0.9662175000000002	1	0
TUBB4B	0.39760444531995065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	1	1	0	1	No data	-0.8172090457804744	-0.7065783296689251	0	No data	No data	-0.9606750000000002	-1	-1
TUBB1	0.39741965539260826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	0.024317231904464845	No data	No data	1	0	0	1	1	0	0.5898000000000003	No data	0.7351351351351352	-0.08945751874593927	0	No data	No data	-0.46785	0.5	0.5
TUBB2B	0.39732025909553925	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	No data	0.021047244680276314	No data	1	0	0	1	1	0	1	No data	-0.8560397131825703	-0.8099793946210212	0	No data	No data	-0.9887650000000001	1	0
PTPRB	0.39678217555449863	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6205960225618631	No data	No data	No data	No data	No data	No data	No data	0.5301663164171345	0.25074951764032677	No data	0.5	1	0	1	1	0	0	No data	-0.7249862107004964	-0.9142875150868576	0	-1	-1	0	-1	0
TUBB2A	0.3966804956832389	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	1	No data	-0.7409817981246553	-0.2552264460216541	0	No data	No data	-0.9887650000000001	1	-1
TUBB8	0.3966804956832389	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6525092942184839	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	No data	No data	0.49630446773303927	No data	No data	No data	No data	-0.90428	0.5	0.5
EP300	0.39337895002802065	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.565713381110814	0.2635938872591062	No data	No data	No data	No data	No data	No data	0.6959992223997699	No data	No data	No data	0	0	1	1	1	0.695525	1	-0.9749586321014893	-0.96779428623433	0	No data	-1	0	-1	-1
POT1	0.39100954428997514	0.43804634387041574	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	No data	No data	No data	No data	No data	No data	0.07784891602748814	No data	No data	No data	0	0	0	0	0	0	No data	-0.16944291230005515	-0.7535493090951741	0	No data	No data	No data	-1	-1
CDK12	0.39046794799996126	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5319394479101685	No data	0.42555155832813474	No data	No data	No data	No data	No data	0.1783254386387502	No data	No data	0.5	0	0	1	1	0	0.5671149999999997	1	-0.950468836183122	-0.8123578265697825	-1	No data	-1	0	-1	-1
ATIC	0.3898827487636089	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.667934381961604	No data	No data	No data	1	0	1	1	1	0.5523650000000003	1	0.13866519580805292	No data	0	-1	No data	No data	-1	-1
NTRK2	0.3875868269876682	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6037090559615403	No data	No data	No data	No data	No data	No data	No data	0.6768368752640066	No data	No data	1	1	0	1	1	0	0.6062049999999999	1	-0.9886376172090457	-0.9340264022172547	0	-1	-1	0	0.5	0
RHPN2	0.3873536853431733	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	0.5847320362218739	No data	No data	No data	0	0	0	0	0	0.2930050000000001	No data	-0.45681191395477105	No data	0	No data	No data	0	-1	0
CDKN2B	0.3869493890673287	0.6251422651861348	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2272019512457149	No data	No data	No data	0	0	0	0	0	0.09420500000000018	No data	0.8688361831218974	-0.4782224558601425	0	No data	No data	-0.4384049999999998	0.5	0
MAP2K1	0.3868745335649459	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5699351227608948	0.2296749198890405	No data	No data	0.06079307976116211	No data	No data	No data	0.18164734061818819	No data	No data	1	1	0	1	1	1	0.9491100000000003	1	-0.6715940430226144	-0.8883993409041493	0	No data	-1	-0.5483450000000001	-1	-1
