symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
PLB1	0.0099581238623378	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08190178801156561	No data	No data	No data	1	0	0	0	0	0	No data	0.2540540540540541	-0.035235434218963135	0	No data	No data	No data	1	0
KDM5D	0.0099581238623378	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08190178801156561	No data	No data	No data	0	0	1	1	0	0.03833500000000001	No data	No data	No data	0	No data	No data	-0.6523724999999999	-1	0
PIK3R5	0.0099581238623378	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08190178801156561	No data	No data	0.75	0	0	1	1	0	0.30113500000000004	No data	-0.7499172642029786	0	0	-1	No data	0	0.5	0
MDH2	0.0099581238623378	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08190178801156561	No data	No data	No data	0	0	0	1	1	0.7485199999999999	No data	0.026585769442912355	-0.7922594541308803	0	No data	No data	0	0.5	-1
PCSK1	0.009958113157530476	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07915765593901315	0.010976176118305953	No data	No data	0	0	1	1	0	0.6281550000000002	No data	-0.42349696635410916	-0.943652231071167	0	No data	No data	0	0.5	0
STK32A	0.009950768818672594	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839221473130737	0.053796323354273284	No data	No data	0	0	1	1	0	0.5328299999999999	No data	0.3270821842250413	-0.260584431250922	0	No data	No data	-0.21717249999999985	0.5	0
LRRN4	0.00993715912272262	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0817293609878193	No data	No data	0	0	0	0	0	0	No data	0.9603971318257032	0	0	No data	No data	0	0.75	0.5
PAPSS1	0.009935127782490751	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08171265398564201	No data	No data	No data	0	0	0	0	1	0.935895	No data	0.025151682294539457	No data	0	No data	No data	-0.4110575000000001	-1	-1
TIPARP	0.009926364791760038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07117856422036063	0.04184806997410638	No data	No data	0	0	1	1	0	0.6347050000000003	1	-0.8494208494208494	-0.9304314692000978	0	No data	No data	0	-1	-1
TSPAN6	0.009885364612380808	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.07370423583470176	No data	No data	0	0	0	0	0	0.65306	No data	No data	0	0	No data	No data	0	-1	0
PPP1R3C	0.009883675110082493	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.07369034031974388	No data	No data	1	0	0	0	0	0.3059950000000001	No data	-0.04180915609487035	-0.8458647345894018	0	No data	No data	0	0.5	0
GLB1L2	0.00987886951572208	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	0.07745038361572053	No data	No data	0	1	0	0	0	0	No data	0.0955322669608385	-0.031001120182822806	0	No data	No data	0	0.5	0
IGKV5-2	0.009878827927444054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08124960905299602	No data	No data	1	1	0	0	0	0	No data	No data	No data	No data	No data	No data	0	0.5	0
CDR1	0.009863265032968726	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0811216101546307	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHGA	0.009847865872356861	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08099495790512827	No data	No data	No data	0	0	0	0	0	0	No data	0.14704908990623267	-0.8351201633843749	0	No data	No data	0	1	0
S100A1	0.009843778268976802	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0809613389192493	No data	No data	No data	0	0	0	0	0	0.6808500000000002	No data	-0.010700496414782101	-0.9100360636003898	0	No data	No data	0	0.75	-1
FCGR2A	0.0098349305774429	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08088857001554625	No data	No data	No data	1	0	0	0	0	0	No data	-0.07964699393270824	-0.9110511792600087	0	No data	No data	-0.6372250000000002	0.5	-1
CKMT1A	0.009833196739635517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	0.019531840625625272	No data	No data	0	0	0	0	1	0.8441249999999997	No data	0.6997242140099282	-0.22986827815066974	No data	No data	No data	-1	0.5	0
FAM241A	0.009830824134613066	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0808547960823456	No data	No data	0	0	0	0	0	0	No data	0.3784886927744071	No data	0	No data	No data	0	-1	0
CCNDBP1	0.009830824134613066	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0808547960823456	No data	No data	0	0	0	0	0	0.013889999999999958	No data	0.43408714837286255	-0.7338799936806614	0	No data	No data	No data	0.5	0
TNFRSF13C	0.00981460368543524	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08072138904620305	No data	No data	0.75	0	0	0	0	0	0	No data	0.7146166574738004	0	0	No data	No data	0	0.75	0.5
TMBIM4	0.009814398363293746	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08071970034954301	No data	No data	No data	0	0	0	0	0	0.20168000000000036	No data	0.8292333149476006	No data	0	No data	No data	0	-1	-1
CCDC66	0.009812314734395854	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07430265304142036	0.025599641006078058	No data	No data	1	0	0	0	0	0	No data	0.2920022062879206	-0.2781705352536126	0	No data	No data	No data	-1	-1
ITM2B	0.009812075259767192	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	0.018836976014347005	No data	No data	0	1	0	0	0	0.7744349999999998	No data	-0.3919470490899062	-0.22574289577974915	0	No data	No data	0	-1	-1
AICDA	0.009807226166640391	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08066071175510485	No data	No data	No data	0	0	0	0	0	0.6212099999999999	No data	0.306784335355764	-0.49533205225679944	0	No data	No data	0	1	0.5
BTRC	0.009801668390521275	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08061500115662103	No data	No data	No data	1	0	0	0	0	0.9338850000000001	No data	-0.5139547710976282	-0.0952047802637529	0	No data	No data	-0.44215000000000015	-1	-1
HAND2	0.009801668390521275	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08061500115662103	No data	No data	No data	0	0	0	0	0	1	No data	-0.5671263099834528	-0.9681847816542274	0	No data	No data	0	0.5	0
TCP10L2	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.4774407060121346	No data	No data	No data	No data	No data	No data	No data
OASL	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0	No data	0.14815223386651954	No data	0	No data	No data	0	0.5	0
ATP5MC1	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	No data	No data	-0.4060672917815775	No data	0	No data	No data	-0.3014700000000001	0.5	-1
MAP1LC3C	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	No data	No data	0.7719801434087148	No data	0	No data	No data	0	0.5	0
MRPL28	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.21875	No data	0.555984555984556	No data	0	No data	No data	No data	-1	-1
MMP8	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	1	0	1	1	1	0	0	0	0.6592388306674022	-0.5232218517697595	0	No data	No data	0	1	0.5
MRPS12	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.2753599999999999	No data	0.7249862107004965	-0.8559016261057861	0	No data	No data	0	-1	-1
MRPL22	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.4660200000000003	No data	0.27611693325979036	-0.6415750267479803	0	No data	No data	No data	-1	-1
LAT2	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	1	0	0	0	0	0	No data	-0.41544401544401544	-0.6512769802616875	0	No data	No data	No data	0.5	-1
ALPG	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	1	0	0	1	0	0	No data	0.23640375068946495	-0.1165157129738259	0	No data	No data	-0.9248125000000001	No data	No data
ACVR2B	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	1	1	0	1	1	0	0.9707050000000003	No data	-0.7868725868725869	-0.9437403290188764	0	No data	No data	-0.18945250000000016	-1	0
SLITRK3	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.8208799999999996	No data	-0.8345284059569774	No data	0	No data	No data	0	0.5	0.5
LINC00639	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
STK17B	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	1	1	1	0.5698950000000004	1	-0.1366795366795367	0	0	No data	No data	0	0.75	0
CHRM3	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	1	1	0	1	1	0	0.5762700000000003	0	-0.7720904578047435	-0.8246355290964752	0	-1	No data	0	0.5	0
ATP5PF	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.027779999999999916	No data	0.26254826254826247	No data	0	No data	No data	No data	0.5	-1
CREM	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.3478250000000003	No data	-0.6512961941533371	-0.7899573433837936	0	No data	No data	-0.06354500000000005	0.5	-1
ATP5MC2	0.009793866149144598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	No data	No data	No data	0	0	0	0	0	0.5744700000000001	No data	0.6636514065085493	-0.655929141168683	0	No data	No data	-0.37943250000000006	-1	-1
P2RY12	0.00977414265281806	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08038861241458527	No data	No data	1	1	0	1	1	0	0.3567250000000001	0	0.3330391616105901	-0.17665677748815223	0	-1	No data	0	1	0
XCL2	0.009755470908685686	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08023504440811374	No data	No data	No data	0	1	0	0	0	0	No data	0.7727523441809157	-0.6707001386177838	0	No data	No data	-0.9561399999999999	0.5	0
WLS	0.009751043911900265	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08019863404033163	No data	No data	No data	0	0	0	0	0	0.8059150000000003	No data	-0.714065085493657	-0.7801135958882968	0	No data	No data	No data	-1	-1
SIX4	0.009743719466783634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04238628616681025	0.06954182171838398	No data	No data	0	0	0	0	0	0.50064	No data	-0.4708218422504137	No data	0	No data	No data	0	0.75	0
CHMP7	0.009742535613771723	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08012865651853172	No data	No data	No data	0	0	0	0	0	0.7571750000000002	No data	-0.6942084942084943	0	0	No data	No data	0	0.5	0
IFIT1	0.009733420763974794	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839221473130737	0.046645902432954814	No data	No data	0	0	0	0	0	No data	No data	0.728626585769443	-0.7896128730418752	0	No data	No data	-0.1684100000000001	-1	-1
VARS1	0.00972734177530135	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08000369296568931	No data	No data	0	0	0	1	0	0.6716749999999998	No data	-0.48703805846662984	No data	-1	No data	No data	0	-1	0
GALC	0.00972395260758515	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07751117669548169	0.009858566609967909	No data	No data	0	0	0	0	0	0.13138500000000022	No data	0.09078874793160518	-0.9180135835061021	0	No data	No data	No data	-1	-1
H2AC21	0.009708718240826981	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.07225138649520607	No data	No data	0	0	0	0	0	0.9615400000000001	No data	-0.05681191395477114	No data	0	No data	No data	-0.8846150000000002	1	1
SLU7	0.00968311427523856	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07963993856932919	No data	No data	No data	0	0	0	0	0	0.8122849999999999	No data	-0.3180364037506894	-0.7148958048918682	-1	No data	No data	No data	-1	-1
SLC46A2	0.009670450563162304	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	0.07573621686040405	No data	No data	1	0	0	0	0	0	No data	0.08240485383342522	0	0	No data	No data	0	0.5	0.5
PRDM9	0.00967032405978975	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07953474390326638	No data	No data	No data	0	0	1	1	0	0	1	0.13182570325427467	-0.11398320323334182	0	No data	No data	0	0.75	0.5
FCER1A	0.009669534489349018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07415573643199753	0.021490054216665985	No data	No data	1	0	0	0	0	0	No data	0.6268063982349696	-0.15502371573125923	0	No data	No data	0	0.5	0
MT1E	0.009653287114570067	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	0.06875583253897159	No data	No data	0	0	0	0	0	No data	No data	0.7500275785990071	No data	0	No data	No data	0	0.5	-1
UCK2	0.009636621863182445	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07925755613173292	No data	No data	No data	0	0	0	1	1	0.904215	No data	-0.7707666850523993	0	0	No data	No data	-0.3007674999999999	-1	-1
SMYD3	0.009626516033085666	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07917443951602204	No data	No data	No data	0	0	1	1	1	0.6962600000000002	1	-0.12333149476006622	-0.6992181535142147	0	No data	No data	0	-1	-1
H2BC13	0.00961909957653806	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07911344197669073	No data	No data	0	0	0	0	0	0.9603200000000001	No data	0.9898510755653613	No data	-1	No data	No data	-0.9603175	1	0.5
NHSL1	0.009618682198302034	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07911000919916354	No data	No data	0	0	0	0	0	0	No data	-0.5205736348593492	0	0	No data	No data	0	0.5	0
CLNK	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0	No data	0.519911748483177	-0.7153328113068691	0	No data	No data	0	0.5	0.5
TMEM182	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.45414999999999994	No data	0.21952564809707664	0	0	No data	No data	No data	0.75	0
RPS3	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	1	0	0	1	1	0	No data	No data	-0.9531163816878102	No data	-1	No data	No data	0	-1	-1
BAIAP2	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	1	0	0	0	0	0.794005	No data	-0.7440706012134584	-0.9536922022690127	0	No data	No data	0	-1	-1
IL17B	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	1	0	0	0	0.41666499999999973	No data	0.6818532818532819	-0.09771659953048545	0	No data	No data	0	0.5	0
LRRN2	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.5021050000000002	No data	-0.6703805846662989	No data	0	No data	No data	0	0.5	0
GPR132	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	1	0	0	0	0	No data	1	0.9354660783232212	-0.623498375072776	0	No data	No data	0	0.5	0
RPL26L1	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	No data	No data	0.15708769994484273	No data	0	No data	No data	-0.9655175	-1	-1
CLEC11A	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	1	0	0	0	0.22600499999999996	No data	0.7298400441257584	-0.09685377445944332	0	No data	No data	0	0.5	0
HACL2	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.31961999999999974	No data	-0.0760066188637617	No data	No data	No data	No data	0	-1	-1
HERC4	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.847475	No data	-0.8626585769442913	0	0	No data	No data	0	-1	-1
TAS2R62P	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
COPS8	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.7607649999999999	No data	-0.3446221731936018	-0.6395877909205822	-1	No data	No data	No data	-1	-1
TRIM11	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.4764949999999999	No data	-0.13612796469939326	No data	0	No data	No data	0	0.5	-1
LINC00710	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NR6A1	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.45833500000000027	No data	-0.9601765030336459	-0.9085088057790066	0	No data	No data	No data	1	0
PTH2R	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	1	0	0	0	0	0.14545499999999975	No data	0.5150579150579151	-0.6121941561145569	0	No data	No data	0	0.5	0.5
MYDGF	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	1	0	0	0	0.16184999999999974	No data	0.6968560397131827	No data	0	No data	No data	No data	-1	-1
PRKCA-AS1	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IPP	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.6746549999999999	No data	-0.021621621621621623	-0.20740786302009984	0	No data	No data	0	-1	-1
FOXN1	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.3055549999999997	No data	-0.7493656922228351	-0.9279676993268196	0	No data	No data	0	0.5	0.5
CLEC12B	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	1	0	0	0	0	0	No data	-0.1290678433535576	No data	0	No data	No data	0	0.5	0.5
ZC3HC1	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	0	0	0	0	0	0.25298999999999977	No data	-0.27126309983452845	-0.7566222529272859	0	No data	No data	No data	-1	-1
IGKV1-27	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	1	1	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.7649574999999998	0.5	0
FAM230B	0.009609076221802246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
OGDH	0.00960394316826496	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07898878627300993	No data	No data	No data	0	0	0	0	0	0.6969700000000003	No data	-0.7771649200220629	-0.4988680149555133	-1	No data	No data	-0.39882750000000017	0.5	-1
DNASE1	0.00960394316826496	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07898878627300993	No data	No data	No data	0	1	0	1	0	0	No data	0.656150027578599	-0.7959038062027282	0	No data	No data	0	0.75	0
GZMK	0.009603715214464709	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.074493475764004	0.017973742702180235	No data	No data	0	1	0	0	0	0	No data	0.4548262548262547	No data	0	No data	No data	0	1	0
PDPK1	0.009588544007653096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0788621340235075	No data	No data	0.5	0	0	1	1	1	0.6942450000000001	1	-0.8595697738554882	-0.8949710682855402	-1	-1	No data	0	-1	-1
HOXB8	0.009578277900578523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0787776991905059	No data	No data	No data	0	0	0	0	0	0.9176949999999998	No data	0.34870380584666294	-0.6990963642871406	0	No data	No data	-0.032922499999999924	0.5	0
FOLH1	0.009578139855193141	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07877656381962221	No data	No data	1	1	0	1	1	1	0.2600000000000001	No data	-0.28516271373414226	-0.8598329240494018	0	-1	No data	-0.2	0.5	0
LTA	0.009577251289871063	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07876925570720573	No data	No data	0.5	0	1	0	1	0	0	No data	-0.3494760066188638	-0.9316131187576032	0	-1	No data	0	0.75	0.5
IL13	0.009574341506381773	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07874532384275075	No data	No data	1	0	1	0	0	1	0	No data	0.5741864313292884	-0.8039416059473689	0	-1	No data	No data	1	1
DESI1	0.009572862715874722	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.0756935073642179	No data	No data	0	0	0	0	0	0.8511899999999997	No data	0.2640926640926642	No data	0	No data	No data	0	-1	-1
PFKL	0.009557745686429371	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07860882952450267	No data	No data	No data	0	0	0	0	0	0.7115400000000001	No data	0.10932156646442359	No data	0	No data	No data	-0.2211549999999999	-1	-1
H2BC12L	0.009557745686429371	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07860882952450267	No data	No data	No data	0	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	-0.9603175	0.5	0.5
